1, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:centipede_head,10,1,1
338, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:enderman,10,1,4
339, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:skeleton,50,4,4
340, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:slime,50,4,4
341, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:spider,50,4,4
342, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:witch,10,1,1
343, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:zombie,50,4,4
344, forest, atmospheric:rainforest_mountains, MONSTER, minecraft:zombie_villager,10,1,1
345, forest, atmospheric:rainforest_mountains, MONSTER, quark:stoneling,50,1,1
346, forest, atmospheric:rainforest_mountains, MONSTER, quark:toretoise,50,1,1
347, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:capuchin_monkey,55,9,12
348, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:crow,10,3,5
349, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:fly,10,2,3
350, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:gorilla,35,7,7
351, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:grizzly_bear,10,2,3
352, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:hummingbird,39,7,7
353, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:raccoon,10,2,4
354, forest, atmospheric:rainforest_mountains, CREATURE, alexsmobs:sunbird,10,1,1
355, forest, atmospheric:rainforest_mountains, CREATURE, minecraft:chicken,10,4,4
356, forest, atmospheric:rainforest_mountains, CREATURE, minecraft:cow,10,4,4
357, forest, atmospheric:rainforest_mountains, CREATURE, minecraft:parrot,40,1,2
358, forest, atmospheric:rainforest_mountains, CREATURE, minecraft:pig,10,4,4
359, forest, atmospheric:rainforest_mountains, CREATURE, minecraft:sheep,12,4,4
360, forest, atmospheric:rainforest_mountains, CREATURE, minecraft:wolf,10,4,4
361, forest, atmospheric:rainforest_mountains, AMBIENT, alexsmobs:cockroach,10,5,5
362, forest, atmospheric:rainforest_mountains, AMBIENT, minecraft:bat,10,8,8
363, forest, biomesoplenty:cherry_blossom_grove, MONSTER, alexsmobs:centipede_head,10,1,1
364, forest, biomesoplenty:cherry_blossom_grove, MONSTER, lurkermod:lurker,35,1,1
365, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:creeper,50,4,4
366, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:enderman,10,1,4
367, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:skeleton,50,4,4
368, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:slime,50,4,4
369, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:spider,50,4,4
370, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:witch,10,1,1
371, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:zombie,50,4,4
372, forest, biomesoplenty:cherry_blossom_grove, MONSTER, minecraft:zombie_villager,10,1,1
373, forest, biomesoplenty:cherry_blossom_grove, MONSTER, quark:stoneling,50,1,1
374, forest, biomesoplenty:cherry_blossom_grove, MONSTER, quark:toretoise,50,1,1
375, forest, biomesoplenty:cherry_blossom_grove, CREATURE, alexsmobs:crow,10,3,5
376, forest, biomesoplenty:cherry_blossom_grove, CREATURE, alexsmobs:fly,10,2,3
377, forest, biomesoplenty:cherry_blossom_grove, CREATURE, alexsmobs:grizzly_bear,10,2,3
378, forest, biomesoplenty:cherry_blossom_grove, CREATURE, alexsmobs:raccoon,10,2,4
379, forest, biomesoplenty:cherry_blossom_grove, CREATURE, minecraft:chicken,10,4,4
380, forest, biomesoplenty:cherry_blossom_grove, CREATURE, minecraft:pig,10,4,4
381, forest, biomesoplenty:cherry_blossom_grove, AMBIENT, alexsmobs:cockroach,10,5,5
382, forest, biomesoplenty:cherry_blossom_grove, AMBIENT, minecraft:bat,10,8,8
383, forest, biomesoplenty:grove, MONSTER, alexsmobs:centipede_head,10,1,1
384, forest, biomesoplenty:grove, MONSTER, lurkermod:lurker,35,1,1
385, forest, biomesoplenty:grove, MONSTER, minecraft:creeper,50,4,4
386, forest, biomesoplenty:grove, MONSTER, minecraft:enderman,10,1,4
387, forest, biomesoplenty:grove, MONSTER, minecraft:skeleton,50,4,4
388, forest, biomesoplenty:grove, MONSTER, minecraft:slime,50,4,4
389, forest, biomesoplenty:grove, MONSTER, minecraft:spider,50,4,4
390, forest, biomesoplenty:grove, MONSTER, minecraft:witch,10,1,1
391, forest, biomesoplenty:grove, MONSTER, minecraft:zombie,50,4,4
392, forest, biomesoplenty:grove, MONSTER, minecraft:zombie_villager,10,1,1
393, forest, biomesoplenty:grove, MONSTER, quark:stoneling,50,1,1
394, forest, biomesoplenty:grove, MONSTER, quark:toretoise,50,1,1
395, forest, biomesoplenty:grove, CREATURE, alexsmobs:crow,10,3,5
396, forest, biomesoplenty:grove, CREATURE, alexsmobs:fly,10,2,3
397, forest, biomesoplenty:grove, CREATURE, alexsmobs:grizzly_bear,10,2,3
398, forest, biomesoplenty:grove, CREATURE, alexsmobs:raccoon,10,2,4
399, forest, biomesoplenty:grove, CREATURE, minecraft:chicken,10,4,4
400, forest, biomesoplenty:grove, CREATURE, minecraft:pig,10,4,4
401, forest, biomesoplenty:grove, AMBIENT, alexsmobs:cockroach,10,5,5
402, forest, biomesoplenty:grove, AMBIENT, minecraft:bat,10,8,8
403, forest, biomesoplenty:grove, AMBIENT, supplementaries:firefly,10,5,9
404, icy, biomesoplenty:snowy_maple_forest, MONSTER, alexsmobs:centipede_head,10,1,1
405, icy, biomesoplenty:snowy_maple_forest, MONSTER, lurkermod:lurker,35,1,1
406, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:creeper,50,4,4
407, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:enderman,10,1,4
408, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:skeleton,50,4,4
409, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:slime,50,4,4
410, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:spider,50,4,4
411, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:witch,10,1,1
412, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:zombie,50,4,4
413, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:zombie_villager,10,1,1
414, icy, biomesoplenty:snowy_maple_forest, MONSTER, quark:stoneling,50,1,1
415, icy, biomesoplenty:snowy_maple_forest, MONSTER, quark:toretoise,50,1,1
416, icy, biomesoplenty:snowy_maple_forest, MONSTER, savageandravage:iceologer,10,1,1
417, icy, biomesoplenty:snowy_maple_forest, MONSTER, cnb:yeti,1,1,1
418, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:crow,10,3,5
419, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:fly,10,2,3
420, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:grizzly_bear,10,2,3
421, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:moose,15,3,4
422, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:raccoon,10,2,4
423, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:fox,10,2,4
424, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:rabbit,10,2,3
425, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:wolf,10,4,4
426, icy, biomesoplenty:snowy_maple_forest, AMBIENT, alexsmobs:cockroach,10,5,5
427, icy, biomesoplenty:snowy_maple_forest, AMBIENT, minecraft:bat,10,8,8
428, mushroom, minecraft:mushroom_field_shore, MONSTER, quark:stoneling,50,1,1
429, mushroom, minecraft:mushroom_field_shore, MONSTER, quark:toretoise,50,1,1
430, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:fly,10,2,3
431, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:mungus,10,3,5
432, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seal,30,3,8
433, mushroom, minecraft:mushroom_field_shore, CREATURE, minecraft:mooshroom,10,4,8
434, mushroom, minecraft:mushroom_field_shore, CREATURE, cnb:friendly_sproreling,40,1,1
435, mushroom, minecraft:mushroom_field_shore, AMBIENT, minecraft:bat,10,8,8
436, mushroom, minecraft:mushroom_field_shore, WATER_AMBIENT, alexsmobs:lobster,10,3,5
437, the_end, minecraft:end_barrens, MONSTER, lurkermod:lurker,10,1,1
438, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman,10,4,4
439, the_end, minecraft:end_barrens, MONSTER, outer_end:purpur_golem,10,1,1
440, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade,10,2,6
441, mesa, minecraft:modified_badlands_plateau, MONSTER, alexsmobs:centipede_head,10,1,1
442, mesa, minecraft:modified_badlands_plateau, MONSTER, lurkermod:lurker,35,1,1
443, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:creeper,50,4,4
444, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:enderman,10,1,4
445, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:skeleton,50,4,4
446, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:slime,50,4,4
447, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:spider,50,4,4
448, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:witch,10,1,1
449, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:zombie,50,4,4
450, mesa, minecraft:modified_badlands_plateau, MONSTER, minecraft:zombie_villager,10,1,1
451, mesa, minecraft:modified_badlands_plateau, MONSTER, quark:stoneling,50,1,1
452, mesa, minecraft:modified_badlands_plateau, MONSTER, quark:toretoise,50,1,1
453, mesa, minecraft:modified_badlands_plateau, CREATURE, alexsmobs:fly,10,2,3
454, mesa, minecraft:modified_badlands_plateau, CREATURE, alexsmobs:sunbird,10,1,1
455, mesa, minecraft:modified_badlands_plateau, AMBIENT, alexsmobs:cockroach,10,5,5
456, mesa, minecraft:modified_badlands_plateau, AMBIENT, minecraft:bat,10,8,8
457, mesa, minecraft:modified_badlands_plateau, CREATURE, cnb:lizard,50,1,1
458, the_end, betterendforge:chorus_forest, MONSTER, lurkermod:lurker,10,1,1
459, the_end, betterendforge:chorus_forest, MONSTER, minecraft:enderman,35,1,4
460, the_end, betterendforge:chorus_forest, MONSTER, outer_end:purpur_golem,10,1,1
461, swamp, bayou_blues:bayou_hills, MONSTER, alexsmobs:centipede_head,10,1,1
462, swamp, bayou_blues:bayou_hills, MONSTER, lurkermod:lurker,35,1,1
463, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:creeper,50,4,4
464, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:enderman,10,1,4
465, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:skeleton,50,4,4
466, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:slime,50,4,4
467, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:slime,10,1,1
468, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:spider,50,4,4
469, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:witch,10,1,1
470, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:zombie,50,4,4
471, swamp, bayou_blues:bayou_hills, MONSTER, minecraft:zombie_villager,10,1,1
472, swamp, bayou_blues:bayou_hills, MONSTER, outvoted:hunger,10,1,1
473, swamp, bayou_blues:bayou_hills, MONSTER, quark:stoneling,50,1,1
474, swamp, bayou_blues:bayou_hills, MONSTER, quark:toretoise,50,1,1
475, swamp, bayou_blues:bayou_hills, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
476, swamp, bayou_blues:bayou_hills, CREATURE, alexsmobs:crocodile,40,1,2
477, swamp, bayou_blues:bayou_hills, CREATURE, alexsmobs:fly,10,2,3
478, swamp, bayou_blues:bayou_hills, CREATURE, alexsmobs:shoebill,10,1,2
479, swamp, bayou_blues:bayou_hills, CREATURE, quark:frog,40,1,3
480, swamp, bayou_blues:bayou_hills, CREATURE, cnb:lilytad,35,1,3
481, swamp, bayou_blues:bayou_hills, AMBIENT, alexsmobs:cockroach,10,5,5
482, swamp, bayou_blues:bayou_hills, AMBIENT, minecraft:bat,10,8,8
483, swamp, bayou_blues:bayou_hills, WATER_CREATURE, minecraft:squid,10,1,2
484, swamp, bayou_blues:bayou_hills, WATER_AMBIENT, minecraft:salmon,10,1,5
485, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head,10,1,1
486, taiga, minecraft:snowy_taiga, MONSTER, lurkermod:lurker,35,1,1
487, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper,50,4,4
488, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman,10,1,4
489, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton,50,4,4
490, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime,50,4,4
491, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider,50,4,4
492, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch,10,1,1
493, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie,50,4,4
494, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager,10,1,1
495, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling,50,1,1
496, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise,50,1,1
497, taiga, minecraft:snowy_taiga, MONSTER, cnb:yeti,1,1,1
498, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow,10,3,5
499, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:fly,10,2,3
500, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear,10,2,3
501, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose,15,3,4
502, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon,10,2,4
503, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox,10,2,4
504, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit,10,2,3
505, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf,10,4,4
506, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach,10,5,5
507, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat,10,8,8
508, nether, biomesoplenty:visceral_heap, MONSTER, alexsmobs:bone_serpent,10,1,1
509, nether, biomesoplenty:visceral_heap, MONSTER, alexsmobs:crimson_mosquito,15,4,4
510, nether, biomesoplenty:visceral_heap, MONSTER, lurkermod:lurker,30,1,1
511, nether, biomesoplenty:visceral_heap, MONSTER, minecraft:ghast,35,4,4
512, nether, biomesoplenty:visceral_heap, MONSTER, minecraft:zombified_piglin,50,4,4
513, nether, biomesoplenty:visceral_heap, MONSTER, cnb:cindershell,10,1,1
514, nether, biomesoplenty:visceral_heap, CREATURE, minecraft:strider,60,1,2
515, jungle, biomesoplenty:fungal_jungle, MONSTER, lurkermod:lurker,35,1,1
516, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:creeper,50,4,4
517, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:enderman,10,1,4
518, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:skeleton,50,4,4
519, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:slime,50,4,4
520, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:spider,50,4,4
521, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:witch,10,1,1
522, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie,50,4,4
523, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie_villager,10,1,1
524, jungle, biomesoplenty:fungal_jungle, MONSTER, quark:stoneling,50,1,1
525, jungle, biomesoplenty:fungal_jungle, MONSTER, quark:toretoise,50,1,1
526, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:capuchin_monkey,55,9,12
527, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:fly,10,2,3
528, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:gorilla,35,7,7
529, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:hummingbird,39,7,7
530, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:mungus,10,3,5
531, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:mooshroom,10,4,8
532, jungle, biomesoplenty:fungal_jungle, AMBIENT, minecraft:bat,10,8,8
533, forest, environmental:blossom_woods, MONSTER, alexsmobs:centipede_head,10,1,1
534, forest, environmental:blossom_woods, MONSTER, lurkermod:lurker,35,1,1
535, forest, environmental:blossom_woods, MONSTER, minecraft:creeper,50,4,4
536, forest, environmental:blossom_woods, MONSTER, minecraft:enderman,10,1,4
537, forest, environmental:blossom_woods, MONSTER, minecraft:skeleton,50,4,4
538, forest, environmental:blossom_woods, MONSTER, minecraft:slime,50,4,4
539, forest, environmental:blossom_woods, MONSTER, minecraft:spider,50,4,4
540, forest, environmental:blossom_woods, MONSTER, minecraft:witch,10,1,1
541, forest, environmental:blossom_woods, MONSTER, minecraft:zombie,50,4,4
542, forest, environmental:blossom_woods, MONSTER, minecraft:zombie_villager,10,1,1
543, forest, environmental:blossom_woods, MONSTER, quark:stoneling,50,1,1
544, forest, environmental:blossom_woods, MONSTER, quark:toretoise,50,1,1
545, forest, environmental:blossom_woods, CREATURE, alexsmobs:crow,10,3,5
546, forest, environmental:blossom_woods, CREATURE, alexsmobs:fly,10,2,3
547, forest, environmental:blossom_woods, CREATURE, alexsmobs:grizzly_bear,10,2,3
548, forest, environmental:blossom_woods, CREATURE, alexsmobs:raccoon,10,2,4
549, forest, environmental:blossom_woods, CREATURE, minecraft:chicken,10,4,4
550, forest, environmental:blossom_woods, CREATURE, minecraft:panda,50,1,2
551, forest, environmental:blossom_woods, CREATURE, minecraft:pig,10,4,4
552, forest, environmental:blossom_woods, AMBIENT, alexsmobs:cockroach,10,5,5
553, forest, environmental:blossom_woods, AMBIENT, minecraft:bat,10,8,8
554, taiga, minecraft:giant_tree_taiga, MONSTER, alexsmobs:centipede_head,10,1,1
555, taiga, minecraft:giant_tree_taiga, MONSTER, lurkermod:lurker,35,1,1
556, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:creeper,50,4,4
557, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:enderman,10,1,4
558, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:skeleton,50,4,4
559, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:slime,50,4,4
560, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:spider,50,4,4
561, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:witch,10,1,1
562, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:zombie,50,4,4
563, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:zombie_villager,25,1,1
564, taiga, minecraft:giant_tree_taiga, MONSTER, quark:stoneling,50,1,1
565, taiga, minecraft:giant_tree_taiga, MONSTER, quark:toretoise,50,1,1
566, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:crow,10,3,5
567, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:fly,10,2,3
568, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:grizzly_bear,10,2,3
569, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:raccoon,10,2,4
570, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:fox,10,2,4
571, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:rabbit,10,2,3
572, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:wolf,10,4,4
573, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:cockroach,10,5,5
574, taiga, minecraft:giant_tree_taiga, AMBIENT, minecraft:bat,10,8,8
575, swamp, biomesoplenty:dead_swamp, MONSTER, alexsmobs:centipede_head,10,1,1
576, swamp, biomesoplenty:dead_swamp, MONSTER, lurkermod:lurker,35,1,1
577, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:creeper,50,4,4
578, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:enderman,10,1,4
579, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:skeleton,50,4,4
580, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:slime,50,4,4
581, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:slime,10,1,1
582, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:spider,50,4,4
583, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:witch,10,1,1
584, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:zombie,50,4,4
585, swamp, biomesoplenty:dead_swamp, MONSTER, minecraft:zombie_villager,10,1,1
586, swamp, biomesoplenty:dead_swamp, MONSTER, outvoted:hunger,10,1,1
587, swamp, biomesoplenty:dead_swamp, MONSTER, quark:stoneling,50,1,1
588, swamp, biomesoplenty:dead_swamp, MONSTER, quark:toretoise,50,1,1
589, swamp, biomesoplenty:dead_swamp, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
590, swamp, biomesoplenty:dead_swamp, CREATURE, alexsmobs:crocodile,40,1,2
591, swamp, biomesoplenty:dead_swamp, CREATURE, alexsmobs:fly,10,2,3
592, swamp, biomesoplenty:dead_swamp, CREATURE, alexsmobs:shoebill,10,1,2
593, swamp, biomesoplenty:dead_swamp, CREATURE, cnb:lilytad,35,1,3
594, swamp, biomesoplenty:dead_swamp, CREATURE, quark:frog,40,1,3
595, swamp, biomesoplenty:dead_swamp, AMBIENT, alexsmobs:cockroach,10,5,5
596, swamp, biomesoplenty:dead_swamp, AMBIENT, minecraft:bat,10,8,8
597, swamp, biomesoplenty:dead_swamp, WATER_CREATURE, minecraft:squid,10,1,2
598, swamp, biomesoplenty:dead_swamp, WATER_AMBIENT, minecraft:salmon,10,1,5
599, mesa, minecraft:badlands_plateau, MONSTER, alexsmobs:centipede_head,10,1,1
600, mesa, minecraft:badlands_plateau, MONSTER, lurkermod:lurker,35,1,1
601, mesa, minecraft:badlands_plateau, MONSTER, minecraft:creeper,50,4,4
602, mesa, minecraft:badlands_plateau, MONSTER, minecraft:enderman,10,1,4
603, mesa, minecraft:badlands_plateau, MONSTER, minecraft:skeleton,50,4,4
